State,Education_Status,Gender,Age_group,target
Total (States),Graduate,Male,0-100+,yes
Total (States),Matriculate/Secondary,Male,0-100+,yes
Total (States),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Total (States),Diploma,Male,0-100+,yes
Total (States),No Education,Male,0-100+,yes
Total (States),Primary,Male,0-100+,yes
Total (States),Post Graduate and Above,Male,0-100+,yes
Total (States),Middle,Male,0-100+,yes
Total (States),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Total (States),Matriculate/Secondary,Female,0-100+,yes
Total (States),Post Graduate and Above,Female,0-100+,yes
Total (States),Middle,Female,0-100+,yes
Total (States),Primary,Female,0-100+,yes
Total (States),No Education,Female,0-100+,yes
Total (States),Graduate,Female,0-100+,yes
Total (States),Diploma,Female,0-100+,yes
Total (States),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Total (States),Graduate,Male,0-100+,yes
Total (States),Middle,Male,0-100+,yes
Total (States),Primary,Male,0-100+,yes
Total (States),No Education,Male,0-100+,yes
Total (States),Post Graduate and Above,Male,0-100+,yes
Total (States),Matriculate/Secondary,Male,0-100+,yes
Total (States),Diploma,Male,0-100+,yes
Total (States),Primary,Female,0-100+,yes
Total (States),Graduate,Female,0-100+,yes
Total (States),Middle,Female,0-100+,yes
Total (States),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Total (States),No Education,Female,0-100+,yes
Total (States),Diploma,Female,0-100+,yes
Total (States),Matriculate/Secondary,Female,0-100+,yes
Total (States),Post Graduate and Above,Female,0-100+,yes
Total (States),Post Graduate and Above,Male,0-100+,yes
Total (States),No Education,Male,0-100+,yes
Total (States),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Total (States),Primary,Male,0-100+,yes
Total (States),Matriculate/Secondary,Male,0-100+,yes
Total (States),Diploma,Male,0-100+,yes
Total (States),Graduate,Male,0-100+,yes
Total (States),Middle,Male,0-100+,yes
Total (States),Matriculate/Secondary,Female,0-100+,yes
Total (States),Primary,Female,0-100+,yes
Total (States),Middle,Female,0-100+,yes
Total (States),Post Graduate and Above,Female,0-100+,yes
Total (States),Graduate,Female,0-100+,yes
Total (States),No Education,Female,0-100+,yes
Total (States),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Total (States),Diploma,Female,0-100+,yes
Total (States),Graduate,Male,0-100+,yes
Total (States),Diploma,Male,0-100+,yes
Total (States),Primary,Male,0-100+,yes
Total (States),Middle,Male,0-100+,yes
Total (States),Post Graduate and Above,Male,0-100+,yes
Total (States),Matriculate/Secondary,Male,0-100+,yes
Total (States),No Education,Male,0-100+,yes
Total (States),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Total (States),Post Graduate and Above,Female,0-100+,yes
Total (States),Graduate,Female,0-100+,yes
Total (States),Matriculate/Secondary,Female,0-100+,yes
Total (States),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Total (States),No Education,Female,0-100+,yes
Total (States),Primary,Female,0-100+,yes
Total (States),Diploma,Female,0-100+,yes
Total (States),Middle,Female,0-100+,yes
Total (States),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Total (States),Middle,Male,0-100+,yes
Total (States),Diploma,Male,0-100+,yes
Total (States),Post Graduate and Above,Male,0-100+,yes
Total (States),Graduate,Male,0-100+,yes
Total (States),Primary,Male,0-100+,yes
Total (States),Matriculate/Secondary,Male,0-100+,yes
Total (States),No Education,Male,0-100+,yes
Total (States),No Education,Female,0-100+,yes
Total (States),Graduate,Female,0-100+,yes
Total (States),Matriculate/Secondary,Female,0-100+,yes
Total (States),Post Graduate and Above,Female,0-100+,yes
Total (States),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Total (States),Middle,Female,0-100+,yes
Total (States),Primary,Female,0-100+,yes
Total (States),Diploma,Female,0-100+,yes
Total (States),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Total (States),Graduate,Male,0-100+,yes
Total (States),Primary,Male,0-100+,yes
Total (States),No Education,Male,0-100+,yes
Total (States),Post Graduate and Above,Male,0-100+,yes
Total (States),Diploma,Male,0-100+,yes
Total (States),Matriculate/Secondary,Male,0-100+,yes
Total (States),Middle,Male,0-100+,yes
Total (States),Post Graduate and Above,Female,0-100+,yes
Total (States),Primary,Female,0-100+,yes
Total (States),Matriculate/Secondary,Female,0-100+,yes
Total (States),Diploma,Female,0-100+,yes
Total (States),No Education,Female,0-100+,yes
Total (States),Middle,Female,0-100+,yes
Total (States),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Total (States),Graduate,Female,0-100+,yes
Total (States),Graduate,Male,0-100+,yes
Total (States),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Total (States),Middle,Male,0-100+,yes
Total (States),Matriculate/Secondary,Male,0-100+,yes
Total (States),Primary,Male,0-100+,yes
Total (States),Diploma,Male,0-100+,yes
Total (States),No Education,Male,0-100+,yes
Total (States),Post Graduate and Above,Male,0-100+,yes
Total (States),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Total (States),No Education,Female,0-100+,yes
Total (States),Graduate,Female,0-100+,yes
Total (States),Diploma,Female,0-100+,yes
Total (States),Middle,Female,0-100+,yes
Total (States),Primary,Female,0-100+,yes
Total (States),Post Graduate and Above,Female,0-100+,yes
Total (States),Matriculate/Secondary,Female,0-100+,yes
Total (States),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Total (States),Middle,Male,0-100+,yes
Total (States),Graduate,Male,0-100+,yes
Total (States),Primary,Male,0-100+,yes
Total (States),Diploma,Male,0-100+,yes
Total (States),Matriculate/Secondary,Male,0-100+,yes
Total (States),Post Graduate and Above,Male,0-100+,yes
Total (States),No Education,Male,0-100+,yes
Total (States),Matriculate/Secondary,Female,0-100+,yes
Total (States),Graduate,Female,0-100+,yes
Total (States),Middle,Female,0-100+,yes
Total (States),Post Graduate and Above,Female,0-100+,yes
Total (States),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Total (States),No Education,Female,0-100+,yes
Total (States),Diploma,Female,0-100+,yes
Total (States),Primary,Female,0-100+,yes
Total (States),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Total (States),Matriculate/Secondary,Male,0-100+,yes
Total (States),Graduate,Male,0-100+,yes
Total (States),Primary,Male,0-100+,yes
Total (States),No Education,Male,0-100+,yes
Total (States),Diploma,Male,0-100+,yes
Total (States),Post Graduate and Above,Male,0-100+,yes
Total (States),Middle,Male,0-100+,yes
Total (Uts),No Education,Female,0-100+,yes
Total (Uts),Matriculate/Secondary,Female,0-100+,yes
Total (Uts),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Total (Uts),Graduate,Female,0-100+,yes
Total (Uts),Post Graduate and Above,Female,0-100+,yes
Total (Uts),Middle,Female,0-100+,yes
Total (Uts),Primary,Female,0-100+,yes
Total (Uts),Diploma,Female,0-100+,yes
Total (Uts),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Total (Uts),Post Graduate and Above,Male,0-100+,yes
Total (Uts),No Education,Male,0-100+,yes
Total (Uts),Matriculate/Secondary,Male,0-100+,yes
Total (Uts),Middle,Male,0-100+,yes
Total (Uts),Diploma,Male,0-100+,yes
Total (Uts),Graduate,Male,0-100+,yes
Total (Uts),Primary,Male,0-100+,yes
Total (Uts),Graduate,Female,0-100+,yes
Total (Uts),Post Graduate and Above,Female,0-100+,yes
Total (Uts),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Total (Uts),Matriculate/Secondary,Female,0-100+,yes
Total (Uts),Middle,Female,0-100+,yes
Total (Uts),Primary,Female,0-100+,yes
Total (Uts),No Education,Female,0-100+,yes
Total (Uts),Diploma,Female,0-100+,no
Total (Uts),No Education,Male,0-100+,yes
Total (Uts),Primary,Male,0-100+,yes
Total (Uts),Diploma,Male,0-100+,yes
Total (Uts),Middle,Male,0-100+,yes
Total (Uts),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Total (Uts),Matriculate/Secondary,Male,0-100+,yes
Total (Uts),Post Graduate and Above,Male,0-100+,yes
Total (Uts),Graduate,Male,0-100+,yes
Total (Uts),Post Graduate and Above,Female,0-100+,no
Total (Uts),Graduate,Female,0-100+,yes
Total (Uts),Matriculate/Secondary,Female,0-100+,yes
Total (Uts),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Total (Uts),Primary,Female,0-100+,yes
Total (Uts),No Education,Female,0-100+,yes
Total (Uts),Diploma,Female,0-100+,yes
Total (Uts),Middle,Female,0-100+,yes
Total (Uts),Middle,Male,0-100+,yes
Total (Uts),Primary,Male,0-100+,yes
Total (Uts),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Total (Uts),Matriculate/Secondary,Male,0-100+,yes
Total (Uts),Diploma,Male,0-100+,yes
Total (Uts),Post Graduate and Above,Male,0-100+,yes
Total (Uts),Graduate,Male,0-100+,yes
Total (Uts),No Education,Male,0-100+,yes
Total (Uts),Graduate,Female,0-100+,yes
Total (Uts),Matriculate/Secondary,Female,0-100+,yes
Total (Uts),Middle,Female,0-100+,yes
Total (Uts),Diploma,Female,0-100+,yes
Total (Uts),No Education,Female,0-100+,yes
Total (Uts),Primary,Female,0-100+,yes
Total (Uts),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Total (Uts),Post Graduate and Above,Female,0-100+,yes
Total (Uts),Primary,Male,0-100+,yes
Total (Uts),Middle,Male,0-100+,yes
Total (Uts),Matriculate/Secondary,Male,0-100+,yes
Total (Uts),Diploma,Male,0-100+,yes
Total (Uts),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Total (Uts),No Education,Male,0-100+,yes
Total (Uts),Graduate,Male,0-100+,yes
Total (Uts),Post Graduate and Above,Male,0-100+,yes
Total (Uts),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Total (Uts),No Education,Female,0-100+,yes
Total (Uts),Middle,Female,0-100+,yes
Total (Uts),Graduate,Female,0-100+,yes
Total (Uts),Post Graduate and Above,Female,0-100+,yes
Total (Uts),Primary,Female,0-100+,yes
Total (Uts),Matriculate/Secondary,Female,0-100+,yes
Total (Uts),Diploma,Female,0-100+,yes
Total (Uts),Post Graduate and Above,Male,0-100+,yes
Total (Uts),Matriculate/Secondary,Male,0-100+,yes
Total (Uts),Diploma,Male,0-100+,yes
Total (Uts),Graduate,Male,0-100+,yes
Total (Uts),Middle,Male,0-100+,yes
Total (Uts),No Education,Male,0-100+,yes
Total (Uts),Primary,Male,0-100+,yes
Total (Uts),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Total (Uts),Primary,Female,0-100+,yes
Total (Uts),No Education,Female,0-100+,yes
Total (Uts),Middle,Female,0-100+,yes
Total (Uts),Graduate,Female,0-100+,yes
Total (Uts),Matriculate/Secondary,Female,0-100+,yes
Total (Uts),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Total (Uts),Diploma,Female,0-100+,yes
Total (Uts),Post Graduate and Above,Female,0-100+,yes
Total (Uts),Diploma,Male,0-100+,yes
Total (Uts),Primary,Male,0-100+,yes
Total (Uts),Matriculate/Secondary,Male,0-100+,yes
Total (Uts),Graduate,Male,0-100+,yes
Total (Uts),No Education,Male,0-100+,yes
Total (Uts),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Total (Uts),Middle,Male,0-100+,yes
Total (Uts),Post Graduate and Above,Male,0-100+,yes
Total (Uts),No Education,Female,0-100+,yes
Total (Uts),Matriculate/Secondary,Female,0-100+,yes
Total (Uts),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Total (Uts),Middle,Female,0-100+,yes
Total (Uts),Post Graduate and Above,Female,0-100+,yes
Total (Uts),Graduate,Female,0-100+,yes
Total (Uts),Primary,Female,0-100+,yes
Total (Uts),Diploma,Female,0-100+,yes
Total (Uts),Post Graduate and Above,Male,0-100+,yes
Total (Uts),Graduate,Male,0-100+,yes
Total (Uts),No Education,Male,0-100+,yes
Total (Uts),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Total (Uts),Matriculate/Secondary,Male,0-100+,yes
Total (Uts),Diploma,Male,0-100+,yes
Total (Uts),Middle,Male,0-100+,yes
Total (Uts),Primary,Male,0-100+,yes
Total (Uts),No Education,Female,0-100+,yes
Total (Uts),Post Graduate and Above,Female,0-100+,yes
Total (Uts),Matriculate/Secondary,Female,0-100+,yes
Total (Uts),Primary,Female,0-100+,yes
Total (Uts),Graduate,Female,0-100+,yes
Total (Uts),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Total (Uts),Middle,Female,0-100+,yes
Total (Uts),Diploma,Female,0-100+,yes
Total (Uts),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Total (Uts),Matriculate/Secondary,Male,0-100+,yes
Total (Uts),Middle,Male,0-100+,yes
Total (Uts),Graduate,Male,0-100+,yes
Total (Uts),Post Graduate and Above,Male,0-100+,yes
Total (Uts),No Education,Male,0-100+,yes
Total (Uts),Primary,Male,0-100+,yes
Total (Uts),Diploma,Male,0-100+,yes
Total (Uts),Primary,Female,0-100+,yes
Total (Uts),Graduate,Female,0-100+,yes
Total (Uts),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Total (Uts),Matriculate/Secondary,Female,0-100+,yes
Total (Uts),Post Graduate and Above,Female,0-100+,yes
Total (Uts),No Education,Female,0-100+,yes
Total (Uts),Diploma,Female,0-100+,yes
Total (Uts),Middle,Female,0-100+,yes
Total (Uts),No Education,Male,0-100+,yes
Total (Uts),Matriculate/Secondary,Male,0-100+,yes
Total (Uts),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Total (Uts),Graduate,Male,0-100+,yes
Total (Uts),Post Graduate and Above,Male,0-100+,yes
Total (Uts),Middle,Male,0-100+,yes
Total (Uts),Primary,Male,0-100+,yes
Total (Uts),Diploma,Male,0-100+,yes
Total (Uts),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Total (Uts),Graduate,Female,0-100+,yes
Total (Uts),Primary,Female,0-100+,yes
Total (Uts),No Education,Female,0-100+,yes
Total (Uts),Middle,Female,0-100+,yes
Total (Uts),Diploma,Female,0-100+,yes
Total (Uts),Post Graduate and Above,Female,0-100+,yes
Total (Uts),Matriculate/Secondary,Female,0-100+,yes
Total (Uts),Graduate,Male,0-100+,yes
Total (Uts),Post Graduate and Above,Male,0-100+,yes
Total (Uts),Primary,Male,0-100+,yes
Total (Uts),No Education,Male,0-100+,yes
Total (Uts),Matriculate/Secondary,Male,0-100+,yes
Total (Uts),Middle,Male,0-100+,yes
Total (Uts),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Total (Uts),Diploma,Male,0-100+,yes
Total (Uts),Middle,Female,0-100+,yes
Total (Uts),Diploma,Female,0-100+,yes
Total (Uts),Graduate,Female,0-100+,yes
Total (Uts),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Total (Uts),No Education,Female,0-100+,yes
Total (Uts),Matriculate/Secondary,Female,0-100+,yes
Total (Uts),Post Graduate and Above,Female,0-100+,yes
Total (Uts),Primary,Female,0-100+,yes
Total (Uts),Middle,Male,0-100+,yes
Total (Uts),No Education,Male,0-100+,yes
Total (Uts),Matriculate/Secondary,Male,0-100+,yes
Total (Uts),Graduate,Male,0-100+,yes
Total (Uts),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Total (Uts),Primary,Male,0-100+,yes
Total (Uts),Post Graduate and Above,Male,0-100+,yes
Total (Uts),Diploma,Male,0-100+,yes
Total (Uts),Graduate,Female,0-100+,yes
Total (Uts),Middle,Female,0-100+,yes
Total (Uts),Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Total (Uts),Primary,Female,0-100+,yes
Total (Uts),Diploma,Female,0-100+,yes
Total (Uts),Post Graduate and Above,Female,0-100+,yes
Total (Uts),No Education,Female,0-100+,yes
Total (Uts),Matriculate/Secondary,Female,0-100+,yes
Total (Uts),Post Graduate and Above,Male,0-100+,yes
Total (Uts),Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Total (Uts),Graduate,Male,0-100+,yes
Total (Uts),Primary,Male,0-100+,yes
Total (Uts),Middle,Male,0-100+,yes
Total (Uts),Diploma,Male,0-100+,yes
Total (Uts),Matriculate/Secondary,Male,0-100+,yes
Total (Uts),No Education,Male,0-100+,yes
Tripura,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Tripura,Graduate,Female,0-100+,no
Tripura,Post Graduate and Above,Female,0-100+,no
Tripura,Diploma,Female,0-100+,no
Tripura,Matriculate/Secondary,Female,0-100+,yes
Tripura,Middle,Female,0-100+,yes
Tripura,No Education,Female,0-100+,yes
Tripura,Primary,Female,0-100+,yes
Tripura,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Tripura,Matriculate/Secondary,Male,0-100+,yes
Tripura,Post Graduate and Above,Male,0-100+,yes
Tripura,Graduate,Male,0-100+,no
Tripura,No Education,Male,0-100+,yes
Tripura,Diploma,Male,0-100+,no
Tripura,Primary,Male,0-100+,yes
Tripura,Middle,Male,0-100+,yes
Tripura,Matriculate/Secondary,Female,0-100+,yes
Tripura,Post Graduate and Above,Female,0-100+,yes
Tripura,Diploma,Female,0-100+,yes
Tripura,Graduate,Female,0-100+,yes
Tripura,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Tripura,Primary,Female,0-100+,yes
Tripura,Middle,Female,0-100+,yes
Tripura,No Education,Female,0-100+,yes
Tripura,Middle,Male,0-100+,yes
Tripura,Graduate,Male,0-100+,yes
Tripura,Matriculate/Secondary,Male,0-100+,yes
Tripura,Diploma,Male,0-100+,yes
Tripura,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Tripura,No Education,Male,0-100+,yes
Tripura,Post Graduate and Above,Male,0-100+,no
Tripura,Primary,Male,0-100+,yes
Tripura,Middle,Female,0-100+,yes
Tripura,Post Graduate and Above,Female,0-100+,no
Tripura,No Education,Female,0-100+,yes
Tripura,Graduate,Female,0-100+,yes
Tripura,Diploma,Female,0-100+,yes
Tripura,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Tripura,Primary,Female,0-100+,yes
Tripura,Matriculate/Secondary,Female,0-100+,yes
Tripura,Matriculate/Secondary,Male,0-100+,yes
Tripura,Middle,Male,0-100+,yes
Tripura,Diploma,Male,0-100+,yes
Tripura,Graduate,Male,0-100+,yes
Tripura,Primary,Male,0-100+,yes
Tripura,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Tripura,No Education,Male,0-100+,yes
Tripura,Post Graduate and Above,Male,0-100+,no
Tripura,Middle,Female,0-100+,yes
Tripura,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Tripura,Matriculate/Secondary,Female,0-100+,yes
Tripura,Graduate,Female,0-100+,yes
Tripura,No Education,Female,0-100+,yes
Tripura,Diploma,Female,0-100+,yes
Tripura,Post Graduate and Above,Female,0-100+,yes
Tripura,Primary,Female,0-100+,yes
Tripura,Graduate,Male,0-100+,yes
Tripura,Primary,Male,0-100+,yes
Tripura,Post Graduate and Above,Male,0-100+,yes
Tripura,No Education,Male,0-100+,yes
Tripura,Middle,Male,0-100+,yes
Tripura,Diploma,Male,0-100+,yes
Tripura,Matriculate/Secondary,Male,0-100+,yes
Tripura,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Tripura,Diploma,Female,0-100+,yes
Tripura,No Education,Female,0-100+,yes
Tripura,Middle,Female,0-100+,yes
Tripura,Post Graduate and Above,Female,0-100+,yes
Tripura,Matriculate/Secondary,Female,0-100+,yes
Tripura,Primary,Female,0-100+,yes
Tripura,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Tripura,Graduate,Female,0-100+,yes
Tripura,No Education,Male,0-100+,yes
Tripura,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Tripura,Post Graduate and Above,Male,0-100+,no
Tripura,Diploma,Male,0-100+,yes
Tripura,Primary,Male,0-100+,yes
Tripura,Middle,Male,0-100+,yes
Tripura,Matriculate/Secondary,Male,0-100+,yes
Tripura,Graduate,Male,0-100+,yes
Tripura,Diploma,Female,0-100+,no
Tripura,No Education,Female,0-100+,yes
Tripura,Middle,Female,0-100+,yes
Tripura,Primary,Female,0-100+,yes
Tripura,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Tripura,Post Graduate and Above,Female,0-100+,no
Tripura,Graduate,Female,0-100+,no
Tripura,Matriculate/Secondary,Female,0-100+,yes
Tripura,Graduate,Male,0-100+,yes
Tripura,No Education,Male,0-100+,yes
Tripura,Matriculate/Secondary,Male,0-100+,yes
Tripura,Diploma,Male,0-100+,yes
Tripura,Primary,Male,0-100+,yes
Tripura,Post Graduate and Above,Male,0-100+,no
Tripura,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Tripura,Middle,Male,0-100+,yes
Tripura,Matriculate/Secondary,Female,0-100+,yes
Tripura,Graduate,Female,0-100+,no
Tripura,Post Graduate and Above,Female,0-100+,no
Tripura,No Education,Female,0-100+,yes
Tripura,Diploma,Female,0-100+,no
Tripura,Primary,Female,0-100+,yes
Tripura,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Tripura,Middle,Female,0-100+,yes
Tripura,Primary,Male,0-100+,yes
Tripura,Post Graduate and Above,Male,0-100+,no
Tripura,Diploma,Male,0-100+,yes
Tripura,Graduate,Male,0-100+,no
Tripura,No Education,Male,0-100+,yes
Tripura,Matriculate/Secondary,Male,0-100+,yes
Tripura,Middle,Male,0-100+,yes
Tripura,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Tripura,Matriculate/Secondary,Female,0-100+,yes
Tripura,Graduate,Female,0-100+,yes
Tripura,Middle,Female,0-100+,yes
Tripura,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Tripura,No Education,Female,0-100+,yes
Tripura,Diploma,Female,0-100+,no
Tripura,Primary,Female,0-100+,yes
Tripura,Post Graduate and Above,Female,0-100+,no
Tripura,Middle,Male,0-100+,yes
Tripura,Primary,Male,0-100+,yes
Tripura,Diploma,Male,0-100+,no
Tripura,Matriculate/Secondary,Male,0-100+,yes
Tripura,No Education,Male,0-100+,yes
Tripura,Graduate,Male,0-100+,no
Tripura,Post Graduate and Above,Male,0-100+,yes
Tripura,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Tripura,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Tripura,Post Graduate and Above,Female,0-100+,no
Tripura,Diploma,Female,0-100+,no
Tripura,No Education,Female,0-100+,yes
Tripura,Primary,Female,0-100+,yes
Tripura,Matriculate/Secondary,Female,0-100+,yes
Tripura,Middle,Female,0-100+,yes
Tripura,Graduate,Female,0-100+,no
Tripura,Primary,Male,0-100+,yes
Tripura,Middle,Male,0-100+,yes
Tripura,Graduate,Male,0-100+,yes
Tripura,No Education,Male,0-100+,yes
Tripura,Diploma,Male,0-100+,no
Tripura,Matriculate/Secondary,Male,0-100+,yes
Tripura,Post Graduate and Above,Male,0-100+,no
Tripura,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Tripura,No Education,Female,0-100+,yes
Tripura,Post Graduate and Above,Female,0-100+,no
Tripura,Middle,Female,0-100+,yes
Tripura,Primary,Female,0-100+,yes
Tripura,Diploma,Female,0-100+,no
Tripura,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Tripura,Matriculate/Secondary,Female,0-100+,yes
Tripura,Graduate,Female,0-100+,yes
Tripura,Middle,Male,0-100+,yes
Tripura,Matriculate/Secondary,Male,0-100+,yes
Tripura,Primary,Male,0-100+,yes
Tripura,Post Graduate and Above,Male,0-100+,no
Tripura,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Tripura,Diploma,Male,0-100+,no
Tripura,Graduate,Male,0-100+,yes
Tripura,No Education,Male,0-100+,yes
Tripura,Matriculate/Secondary,Female,0-100+,yes
Tripura,No Education,Female,0-100+,yes
Tripura,Primary,Female,0-100+,yes
Tripura,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Tripura,Graduate,Female,0-100+,no
Tripura,Diploma,Female,0-100+,no
Tripura,Middle,Female,0-100+,yes
Tripura,Post Graduate and Above,Female,0-100+,no
Tripura,Graduate,Male,0-100+,yes
Tripura,Diploma,Male,0-100+,no
Tripura,Primary,Male,0-100+,yes
Tripura,Matriculate/Secondary,Male,0-100+,yes
Tripura,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Tripura,Middle,Male,0-100+,yes
Tripura,Post Graduate and Above,Male,0-100+,no
Tripura,No Education,Male,0-100+,yes
Tripura,Post Graduate and Above,Female,0-100+,no
Tripura,Matriculate/Secondary,Female,0-100+,yes
Tripura,Diploma,Female,0-100+,no
Tripura,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Tripura,No Education,Female,0-100+,yes
Tripura,Middle,Female,0-100+,yes
Tripura,Primary,Female,0-100+,yes
Tripura,Graduate,Female,0-100+,no
Tripura,Primary,Male,0-100+,yes
Tripura,No Education,Male,0-100+,yes
Tripura,Graduate,Male,0-100+,no
Tripura,Matriculate/Secondary,Male,0-100+,yes
Tripura,Middle,Male,0-100+,yes
Tripura,Diploma,Male,0-100+,yes
Tripura,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Tripura,Post Graduate and Above,Male,0-100+,no
Uttar Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Uttar Pradesh,Middle,Female,0-100+,yes
Uttar Pradesh,Matriculate/Secondary,Female,0-100+,yes
Uttar Pradesh,Post Graduate and Above,Female,0-100+,yes
Uttar Pradesh,No Education,Female,0-100+,yes
Uttar Pradesh,Diploma,Female,0-100+,yes
Uttar Pradesh,Graduate,Female,0-100+,yes
Uttar Pradesh,Primary,Female,0-100+,yes
Uttar Pradesh,Matriculate/Secondary,Male,0-100+,yes
Uttar Pradesh,Middle,Male,0-100+,yes
Uttar Pradesh,Post Graduate and Above,Male,0-100+,yes
Uttar Pradesh,Primary,Male,0-100+,yes
Uttar Pradesh,Diploma,Male,0-100+,yes
Uttar Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Uttar Pradesh,Graduate,Male,0-100+,yes
Uttar Pradesh,No Education,Male,0-100+,yes
Uttar Pradesh,Post Graduate and Above,Female,0-100+,yes
Uttar Pradesh,Primary,Female,0-100+,yes
Uttar Pradesh,Diploma,Female,0-100+,yes
Uttar Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Uttar Pradesh,Matriculate/Secondary,Female,0-100+,yes
Uttar Pradesh,Middle,Female,0-100+,yes
Uttar Pradesh,No Education,Female,0-100+,yes
Uttar Pradesh,Graduate,Female,0-100+,yes
Uttar Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Uttar Pradesh,No Education,Male,0-100+,yes
Uttar Pradesh,Primary,Male,0-100+,yes
Uttar Pradesh,Diploma,Male,0-100+,yes
Uttar Pradesh,Graduate,Male,0-100+,yes
Uttar Pradesh,Middle,Male,0-100+,yes
Uttar Pradesh,Matriculate/Secondary,Male,0-100+,yes
Uttar Pradesh,Post Graduate and Above,Male,0-100+,yes
Uttar Pradesh,Middle,Female,0-100+,yes
Uttar Pradesh,Primary,Female,0-100+,yes
Uttar Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
