State,Social_Status,Gender,Age_group,target
Jammu & Kashmir,Widowed/Widower,Female,0-100+,no
Jammu & Kashmir,Widowed/Widower,Male,0-100+,no
Jammu & Kashmir,Married,Male,0-100+,yes
Jammu & Kashmir,Seperated,Male,0-100+,no
Jammu & Kashmir,Never Married,Male,0-100+,yes
Jammu & Kashmir,Divorcee,Male,0-100+,no
Jammu & Kashmir,Widowed/Widower,Female,0-100+,yes
Jammu & Kashmir,Never Married,Female,0-100+,yes
Jammu & Kashmir,Married,Female,0-100+,yes
Jammu & Kashmir,Divorcee,Female,0-100+,no
Jammu & Kashmir,Seperated,Female,0-100+,yes
Jammu & Kashmir,Seperated,Male,0-100+,yes
Jammu & Kashmir,Divorcee,Male,0-100+,no
Jammu & Kashmir,Widowed/Widower,Male,0-100+,yes
Jammu & Kashmir,Never Married,Male,0-100+,yes
Jammu & Kashmir,Married,Male,0-100+,yes
Jammu & Kashmir,Married,Female,0-100+,yes
Jammu & Kashmir,Widowed/Widower,Female,0-100+,yes
Jammu & Kashmir,Never Married,Female,0-100+,yes
Jammu & Kashmir,Divorcee,Female,0-100+,no
Jammu & Kashmir,Seperated,Female,0-100+,yes
Jammu & Kashmir,Married,Male,0-100+,yes
Jammu & Kashmir,Divorcee,Male,0-100+,no
Jammu & Kashmir,Widowed/Widower,Male,0-100+,no
Jammu & Kashmir,Never Married,Male,0-100+,yes
Jammu & Kashmir,Seperated,Male,0-100+,yes
Jammu & Kashmir,Seperated,Female,0-100+,yes
Jammu & Kashmir,Divorcee,Female,0-100+,yes
Jammu & Kashmir,Never Married,Female,0-100+,yes
Jammu & Kashmir,Widowed/Widower,Female,0-100+,yes
Jammu & Kashmir,Married,Female,0-100+,yes
Jammu & Kashmir,Divorcee,Male,0-100+,yes
Jammu & Kashmir,Married,Male,0-100+,yes
Jammu & Kashmir,Widowed/Widower,Male,0-100+,yes
Jammu & Kashmir,Never Married,Male,0-100+,yes
Jammu & Kashmir,Seperated,Male,0-100+,yes
Jammu & Kashmir,Divorcee,Female,0-100+,yes
Jammu & Kashmir,Widowed/Widower,Female,0-100+,yes
Jammu & Kashmir,Never Married,Female,0-100+,yes
Jammu & Kashmir,Married,Female,0-100+,yes
Jammu & Kashmir,Seperated,Female,0-100+,yes
Jammu & Kashmir,Divorcee,Male,0-100+,yes
Jammu & Kashmir,Widowed/Widower,Male,0-100+,yes
Jammu & Kashmir,Never Married,Male,0-100+,yes
Jammu & Kashmir,Married,Male,0-100+,yes
Jammu & Kashmir,Seperated,Male,0-100+,yes
Jharkhand,Widowed/Widower,Female,0-100+,yes
Jharkhand,Divorcee,Female,0-100+,yes
Jharkhand,Never Married,Female,0-100+,yes
Jharkhand,Married,Female,0-100+,yes
Jharkhand,Seperated,Female,0-100+,yes
Jharkhand,Seperated,Male,0-100+,yes
Jharkhand,Never Married,Male,0-100+,yes
Jharkhand,Married,Male,0-100+,yes
Jharkhand,Divorcee,Male,0-100+,yes
Jharkhand,Widowed/Widower,Male,0-100+,yes
Jharkhand,Married,Female,0-100+,yes
Jharkhand,Widowed/Widower,Female,0-100+,yes
Jharkhand,Seperated,Female,0-100+,yes
Jharkhand,Divorcee,Female,0-100+,yes
Jharkhand,Never Married,Female,0-100+,yes
Jharkhand,Seperated,Male,0-100+,yes
Jharkhand,Never Married,Male,0-100+,yes
Jharkhand,Widowed/Widower,Male,0-100+,yes
Jharkhand,Married,Male,0-100+,yes
Jharkhand,Divorcee,Male,0-100+,yes
Jharkhand,Married,Female,0-100+,yes
Jharkhand,Divorcee,Female,0-100+,yes
Jharkhand,Never Married,Female,0-100+,yes
Jharkhand,Widowed/Widower,Female,0-100+,yes
Jharkhand,Seperated,Female,0-100+,yes
Jharkhand,Seperated,Male,0-100+,yes
Jharkhand,Divorcee,Male,0-100+,yes
Jharkhand,Married,Male,0-100+,yes
Jharkhand,Never Married,Male,0-100+,yes
Jharkhand,Widowed/Widower,Male,0-100+,yes
Jharkhand,Never Married,Female,0-100+,yes
Jharkhand,Divorcee,Female,0-100+,yes
Jharkhand,Widowed/Widower,Female,0-100+,yes
Jharkhand,Married,Female,0-100+,yes
Jharkhand,Seperated,Female,0-100+,yes
Jharkhand,Seperated,Male,0-100+,yes
Jharkhand,Married,Male,0-100+,yes
Jharkhand,Never Married,Male,0-100+,yes
Jharkhand,Divorcee,Male,0-100+,yes
Jharkhand,Widowed/Widower,Male,0-100+,yes
Jharkhand,Never Married,Female,0-100+,yes
Jharkhand,Widowed/Widower,Female,0-100+,yes
Jharkhand,Divorcee,Female,0-100+,yes
Jharkhand,Married,Female,0-100+,yes
Jharkhand,Seperated,Female,0-100+,yes
Jharkhand,Divorcee,Male,0-100+,yes
Jharkhand,Seperated,Male,0-100+,yes
Jharkhand,Never Married,Male,0-100+,yes
Jharkhand,Widowed/Widower,Male,0-100+,yes
Jharkhand,Married,Male,0-100+,yes
Jharkhand,Never Married,Female,0-100+,yes
Jharkhand,Widowed/Widower,Female,0-100+,yes
Jharkhand,Divorcee,Female,0-100+,yes
Jharkhand,Married,Female,0-100+,yes
Jharkhand,Seperated,Female,0-100+,yes
Jharkhand,Widowed/Widower,Male,0-100+,yes
Jharkhand,Married,Male,0-100+,yes
Jharkhand,Divorcee,Male,0-100+,yes
Jharkhand,Never Married,Male,0-100+,yes
Jharkhand,Seperated,Male,0-100+,yes
Jharkhand,Married,Female,0-100+,yes
Jharkhand,Widowed/Widower,Female,0-100+,yes
Jharkhand,Divorcee,Female,0-100+,yes
Jharkhand,Never Married,Female,0-100+,yes
Jharkhand,Seperated,Female,0-100+,yes
Jharkhand,Divorcee,Male,0-100+,yes
Jharkhand,Widowed/Widower,Male,0-100+,yes
Jharkhand,Married,Male,0-100+,yes
Jharkhand,Seperated,Male,0-100+,yes
Jharkhand,Never Married,Male,0-100+,yes
Jharkhand,Divorcee,Female,0-100+,yes
Jharkhand,Seperated,Female,0-100+,yes
Jharkhand,Never Married,Female,0-100+,yes
Jharkhand,Married,Female,0-100+,yes
Jharkhand,Widowed/Widower,Female,0-100+,yes
Jharkhand,Divorcee,Male,0-100+,yes
Jharkhand,Widowed/Widower,Male,0-100+,yes
Jharkhand,Seperated,Male,0-100+,yes
Jharkhand,Married,Male,0-100+,yes
Jharkhand,Never Married,Male,0-100+,yes
Jharkhand,Never Married,Female,0-100+,yes
Jharkhand,Divorcee,Female,0-100+,yes
Jharkhand,Widowed/Widower,Female,0-100+,yes
Jharkhand,Seperated,Female,0-100+,yes
Jharkhand,Married,Female,0-100+,yes
Jharkhand,Divorcee,Male,0-100+,yes
Jharkhand,Seperated,Male,0-100+,yes
Jharkhand,Married,Male,0-100+,yes
Jharkhand,Never Married,Male,0-100+,yes
Jharkhand,Widowed/Widower,Male,0-100+,yes
Jharkhand,Never Married,Female,0-100+,yes
Jharkhand,Widowed/Widower,Female,0-100+,yes
Jharkhand,Divorcee,Female,0-100+,yes
Jharkhand,Married,Female,0-100+,yes
Jharkhand,Seperated,Female,0-100+,yes
Jharkhand,Never Married,Male,0-100+,yes
Jharkhand,Married,Male,0-100+,yes
Jharkhand,Seperated,Male,0-100+,yes
Jharkhand,Widowed/Widower,Male,0-100+,yes
Jharkhand,Divorcee,Male,0-100+,yes
Jharkhand,Divorcee,Female,0-100+,yes
Jharkhand,Widowed/Widower,Female,0-100+,yes
Jharkhand,Married,Female,0-100+,yes
Jharkhand,Never Married,Female,0-100+,yes
Jharkhand,Seperated,Female,0-100+,yes
Jharkhand,Widowed/Widower,Male,0-100+,yes
Jharkhand,Divorcee,Male,0-100+,yes
Jharkhand,Married,Male,0-100+,yes
Jharkhand,Never Married,Male,0-100+,yes
Jharkhand,Seperated,Male,0-100+,yes
Jharkhand,Married,Female,0-100+,yes
Jharkhand,Divorcee,Female,0-100+,yes
Jharkhand,Widowed/Widower,Female,0-100+,yes
Jharkhand,Seperated,Female,0-100+,yes
Jharkhand,Never Married,Female,0-100+,yes
Jharkhand,Widowed/Widower,Male,0-100+,yes
Jharkhand,Seperated,Male,0-100+,yes
Jharkhand,Divorcee,Male,0-100+,yes
Jharkhand,Never Married,Male,0-100+,yes
Jharkhand,Married,Male,0-100+,yes
Karnataka,Seperated,Female,0-100+,yes
Karnataka,Married,Female,0-100+,yes
Karnataka,Divorcee,Female,0-100+,yes
Karnataka,Widowed/Widower,Female,0-100+,yes
Karnataka,Never Married,Female,0-100+,yes
Karnataka,Widowed/Widower,Male,0-100+,yes
Karnataka,Divorcee,Male,0-100+,yes
Karnataka,Never Married,Male,0-100+,yes
Karnataka,Seperated,Male,0-100+,yes
Karnataka,Married,Male,0-100+,yes
Karnataka,Never Married,Female,0-100+,yes
Karnataka,Married,Female,0-100+,yes
Karnataka,Widowed/Widower,Female,0-100+,yes
Karnataka,Seperated,Female,0-100+,yes
Karnataka,Divorcee,Female,0-100+,yes
Karnataka,Widowed/Widower,Male,0-100+,yes
Karnataka,Married,Male,0-100+,yes
Karnataka,Divorcee,Male,0-100+,yes
Karnataka,Never Married,Male,0-100+,yes
Karnataka,Seperated,Male,0-100+,yes
Karnataka,Never Married,Female,0-100+,yes
Karnataka,Seperated,Female,0-100+,yes
Karnataka,Married,Female,0-100+,yes
Karnataka,Divorcee,Female,0-100+,yes
Karnataka,Widowed/Widower,Female,0-100+,yes
Karnataka,Seperated,Male,0-100+,yes
Karnataka,Married,Male,0-100+,yes
Karnataka,Widowed/Widower,Male,0-100+,yes
Karnataka,Divorcee,Male,0-100+,yes
Karnataka,Never Married,Male,0-100+,yes
Karnataka,Never Married,Female,0-100+,yes
Karnataka,Widowed/Widower,Female,0-100+,yes
Karnataka,Seperated,Female,0-100+,yes
Karnataka,Divorcee,Female,0-100+,yes
Karnataka,Married,Female,0-100+,yes
Karnataka,Married,Male,0-100+,yes
Karnataka,Widowed/Widower,Male,0-100+,yes
Karnataka,Never Married,Male,0-100+,yes
Karnataka,Divorcee,Male,0-100+,yes
Karnataka,Seperated,Male,0-100+,yes
Karnataka,Married,Female,0-100+,yes
Karnataka,Divorcee,Female,0-100+,yes
Karnataka,Widowed/Widower,Female,0-100+,yes
Karnataka,Never Married,Female,0-100+,yes
Karnataka,Seperated,Female,0-100+,yes
Karnataka,Seperated,Male,0-100+,yes
Karnataka,Married,Male,0-100+,yes
Karnataka,Divorcee,Male,0-100+,yes
Karnataka,Widowed/Widower,Male,0-100+,yes
Karnataka,Never Married,Male,0-100+,yes
Karnataka,Never Married,Female,0-100+,yes
Karnataka,Widowed/Widower,Female,0-100+,yes
Karnataka,Divorcee,Female,0-100+,yes
Karnataka,Married,Female,0-100+,yes
Karnataka,Seperated,Female,0-100+,yes
Karnataka,Never Married,Male,0-100+,yes
Karnataka,Divorcee,Male,0-100+,yes
Karnataka,Married,Male,0-100+,yes
Karnataka,Widowed/Widower,Male,0-100+,yes
Karnataka,Seperated,Male,0-100+,yes
Karnataka,Seperated,Female,0-100+,yes
Karnataka,Married,Female,0-100+,yes
Karnataka,Widowed/Widower,Female,0-100+,yes
Karnataka,Never Married,Female,0-100+,yes
Karnataka,Divorcee,Female,0-100+,yes
Karnataka,Widowed/Widower,Male,0-100+,yes
Karnataka,Seperated,Male,0-100+,yes
Karnataka,Never Married,Male,0-100+,yes
Karnataka,Divorcee,Male,0-100+,yes
Karnataka,Married,Male,0-100+,yes
Karnataka,Never Married,Female,0-100+,yes
Karnataka,Widowed/Widower,Female,0-100+,yes
Karnataka,Divorcee,Female,0-100+,yes
Karnataka,Married,Female,0-100+,yes
Karnataka,Seperated,Female,0-100+,yes
Karnataka,Divorcee,Male,0-100+,yes
Karnataka,Never Married,Male,0-100+,yes
Karnataka,Widowed/Widower,Male,0-100+,yes
Karnataka,Seperated,Male,0-100+,yes
Karnataka,Married,Male,0-100+,yes
Karnataka,Seperated,Female,0-100+,yes
Karnataka,Married,Female,0-100+,yes
Karnataka,Widowed/Widower,Female,0-100+,yes
Karnataka,Never Married,Female,0-100+,yes
Karnataka,Divorcee,Female,0-100+,yes
Karnataka,Divorcee,Male,0-100+,yes
Karnataka,Widowed/Widower,Male,0-100+,yes
Karnataka,Seperated,Male,0-100+,yes
Karnataka,Never Married,Male,0-100+,yes
Karnataka,Married,Male,0-100+,yes
Karnataka,Married,Female,0-100+,yes
Karnataka,Seperated,Female,0-100+,yes
Karnataka,Divorcee,Female,0-100+,yes
Karnataka,Widowed/Widower,Female,0-100+,yes
Karnataka,Never Married,Female,0-100+,yes
Karnataka,Divorcee,Male,0-100+,yes
Karnataka,Never Married,Male,0-100+,yes
Karnataka,Seperated,Male,0-100+,yes
Karnataka,Married,Male,0-100+,yes
Karnataka,Widowed/Widower,Male,0-100+,yes
Karnataka,Never Married,Female,0-100+,yes
Karnataka,Divorcee,Female,0-100+,yes
Karnataka,Married,Female,0-100+,yes
Karnataka,Widowed/Widower,Female,0-100+,yes
Karnataka,Seperated,Female,0-100+,yes
Karnataka,Divorcee,Male,0-100+,yes
Karnataka,Never Married,Male,0-100+,yes
Karnataka,Widowed/Widower,Male,0-100+,yes
Karnataka,Seperated,Male,0-100+,yes
Karnataka,Married,Male,0-100+,yes
Karnataka,Widowed/Widower,Female,0-100+,yes
Karnataka,Married,Female,0-100+,yes
Karnataka,Divorcee,Female,0-100+,yes
Karnataka,Never Married,Female,0-100+,yes
Karnataka,Seperated,Female,0-100+,yes
Karnataka,Seperated,Male,0-100+,yes
Karnataka,Married,Male,0-100+,yes
Karnataka,Never Married,Male,0-100+,yes
Karnataka,Widowed/Widower,Male,0-100+,yes
Karnataka,Divorcee,Male,0-100+,yes
Kerala,Divorcee,Female,0-100+,yes
Kerala,Widowed/Widower,Female,0-100+,yes
Kerala,Seperated,Female,0-100+,yes
Kerala,Married,Female,0-100+,yes
Kerala,Never Married,Female,0-100+,yes
Kerala,Never Married,Male,0-100+,yes
Kerala,Seperated,Male,0-100+,yes
Kerala,Married,Male,0-100+,yes
Kerala,Divorcee,Male,0-100+,yes
Kerala,Widowed/Widower,Male,0-100+,yes
Kerala,Seperated,Female,0-100+,yes
Kerala,Widowed/Widower,Female,0-100+,yes
Kerala,Divorcee,Female,0-100+,yes
Kerala,Never Married,Female,0-100+,yes
Kerala,Married,Female,0-100+,yes
Kerala,Divorcee,Male,0-100+,yes
Kerala,Married,Male,0-100+,yes
Kerala,Seperated,Male,0-100+,yes
Kerala,Never Married,Male,0-100+,yes
Kerala,Widowed/Widower,Male,0-100+,yes
Kerala,Married,Female,0-100+,yes
Kerala,Widowed/Widower,Female,0-100+,yes
Kerala,Never Married,Female,0-100+,yes
Kerala,Seperated,Female,0-100+,yes
Kerala,Divorcee,Female,0-100+,yes
Kerala,Seperated,Male,0-100+,yes
Kerala,Widowed/Widower,Male,0-100+,yes
Kerala,Never Married,Male,0-100+,yes
Kerala,Divorcee,Male,0-100+,yes
Kerala,Married,Male,0-100+,yes
Kerala,Married,Female,0-100+,yes
Kerala,Seperated,Female,0-100+,yes
Kerala,Divorcee,Female,0-100+,yes
Kerala,Never Married,Female,0-100+,yes
Kerala,Widowed/Widower,Female,0-100+,yes
Kerala,Never Married,Male,0-100+,yes
Kerala,Married,Male,0-100+,yes
Kerala,Seperated,Male,0-100+,yes
Kerala,Widowed/Widower,Male,0-100+,yes
Kerala,Divorcee,Male,0-100+,yes
Kerala,Divorcee,Female,0-100+,yes
Kerala,Seperated,Female,0-100+,yes
Kerala,Married,Female,0-100+,yes
Kerala,Never Married,Female,0-100+,yes
Kerala,Widowed/Widower,Female,0-100+,yes
Kerala,Widowed/Widower,Male,0-100+,yes
Kerala,Married,Male,0-100+,yes
Kerala,Divorcee,Male,0-100+,yes
Kerala,Seperated,Male,0-100+,yes
Kerala,Never Married,Male,0-100+,yes
Kerala,Divorcee,Female,0-100+,yes
Kerala,Married,Female,0-100+,yes
Kerala,Never Married,Female,0-100+,yes
Kerala,Widowed/Widower,Female,0-100+,yes
Kerala,Seperated,Female,0-100+,yes
Kerala,Married,Male,0-100+,yes
Kerala,Divorcee,Male,0-100+,yes
Kerala,Widowed/Widower,Male,0-100+,yes
Kerala,Seperated,Male,0-100+,yes
Kerala,Never Married,Male,0-100+,yes
Kerala,Seperated,Female,0-100+,yes
Kerala,Never Married,Female,0-100+,yes
Kerala,Married,Female,0-100+,yes
Kerala,Widowed/Widower,Female,0-100+,yes
Kerala,Divorcee,Female,0-100+,yes
Kerala,Married,Male,0-100+,yes
Kerala,Never Married,Male,0-100+,yes
Kerala,Seperated,Male,0-100+,yes
Kerala,Widowed/Widower,Male,0-100+,yes
Kerala,Divorcee,Male,0-100+,yes
Kerala,Never Married,Female,0-100+,yes
Kerala,Seperated,Female,0-100+,yes
Kerala,Widowed/Widower,Female,0-100+,yes
Kerala,Divorcee,Female,0-100+,yes
Kerala,Married,Female,0-100+,yes
Kerala,Divorcee,Male,0-100+,yes
Kerala,Never Married,Male,0-100+,yes
Kerala,Seperated,Male,0-100+,yes
Kerala,Married,Male,0-100+,yes
Kerala,Widowed/Widower,Male,0-100+,yes
Kerala,Widowed/Widower,Female,0-100+,yes
Kerala,Divorcee,Female,0-100+,yes
Kerala,Married,Female,0-100+,yes
Kerala,Never Married,Female,0-100+,yes
Kerala,Seperated,Female,0-100+,yes
Kerala,Never Married,Male,0-100+,yes
Kerala,Seperated,Male,0-100+,yes
Kerala,Widowed/Widower,Male,0-100+,yes
Kerala,Married,Male,0-100+,yes
Kerala,Divorcee,Male,0-100+,yes
Kerala,Never Married,Female,0-100+,yes
Kerala,Seperated,Female,0-100+,yes
Kerala,Divorcee,Female,0-100+,yes
Kerala,Married,Female,0-100+,yes
Kerala,Widowed/Widower,Female,0-100+,yes
Kerala,Divorcee,Male,0-100+,yes
Kerala,Married,Male,0-100+,yes
Kerala,Never Married,Male,0-100+,yes
Kerala,Seperated,Male,0-100+,yes
Kerala,Widowed/Widower,Male,0-100+,yes
Kerala,Never Married,Female,0-100+,yes
Kerala,Married,Female,0-100+,yes
Kerala,Divorcee,Female,0-100+,yes
Kerala,Seperated,Female,0-100+,yes
Kerala,Widowed/Widower,Female,0-100+,yes
Kerala,Widowed/Widower,Male,0-100+,yes
Kerala,Seperated,Male,0-100+,yes
Kerala,Married,Male,0-100+,yes
Kerala,Divorcee,Male,0-100+,yes
Kerala,Never Married,Male,0-100+,yes
Kerala,Married,Female,0-100+,yes
Kerala,Divorcee,Female,0-100+,yes
Kerala,Seperated,Female,0-100+,yes
Kerala,Never Married,Female,0-100+,yes
Kerala,Widowed/Widower,Female,0-100+,yes
Kerala,Never Married,Male,0-100+,yes
Kerala,Married,Male,0-100+,yes
Kerala,Divorcee,Male,0-100+,yes
Kerala,Seperated,Male,0-100+,yes
Kerala,Widowed/Widower,Male,0-100+,yes
Lakshadweep,Married,Female,0-100+,no
Lakshadweep,Never Married,Female,0-100+,no
Lakshadweep,Seperated,Female,0-100+,no
Lakshadweep,Divorcee,Female,0-100+,no
Lakshadweep,Widowed/Widower,Female,0-100+,no
Lakshadweep,Never Married,Male,0-100+,no
Lakshadweep,Seperated,Male,0-100+,no
Lakshadweep,Married,Male,0-100+,no
Lakshadweep,Widowed/Widower,Male,0-100+,no
Lakshadweep,Divorcee,Male,0-100+,no
Lakshadweep,Never Married,Female,0-100+,no
Lakshadweep,Married,Female,0-100+,no
Lakshadweep,Widowed/Widower,Female,0-100+,no
Lakshadweep,Divorcee,Female,0-100+,no
Lakshadweep,Seperated,Female,0-100+,no
Lakshadweep,Widowed/Widower,Male,0-100+,no
Lakshadweep,Never Married,Male,0-100+,no
Lakshadweep,Divorcee,Male,0-100+,no
Lakshadweep,Married,Male,0-100+,no
Lakshadweep,Seperated,Male,0-100+,no
Lakshadweep,Widowed/Widower,Female,0-100+,no
Lakshadweep,Married,Female,0-100+,yes
Lakshadweep,Never Married,Female,0-100+,no
Lakshadweep,Seperated,Female,0-100+,no
Lakshadweep,Divorcee,Female,0-100+,no
Lakshadweep,Seperated,Male,0-100+,no
Lakshadweep,Never Married,Male,0-100+,no
Lakshadweep,Divorcee,Male,0-100+,no
Lakshadweep,Married,Male,0-100+,yes
Lakshadweep,Widowed/Widower,Male,0-100+,no
Lakshadweep,Never Married,Female,0-100+,no
Lakshadweep,Seperated,Female,0-100+,no
Lakshadweep,Married,Female,0-100+,no
Lakshadweep,Divorcee,Female,0-100+,no
Lakshadweep,Widowed/Widower,Female,0-100+,no
Lakshadweep,Seperated,Male,0-100+,no
Lakshadweep,Never Married,Male,0-100+,no
Lakshadweep,Married,Male,0-100+,no
Lakshadweep,Widowed/Widower,Male,0-100+,no
Lakshadweep,Divorcee,Male,0-100+,no
Lakshadweep,Never Married,Female,0-100+,no
Lakshadweep,Married,Female,0-100+,no
Lakshadweep,Widowed/Widower,Female,0-100+,no
Lakshadweep,Divorcee,Female,0-100+,no
Lakshadweep,Seperated,Female,0-100+,no
Lakshadweep,Widowed/Widower,Male,0-100+,no
Lakshadweep,Never Married,Male,0-100+,no
Lakshadweep,Divorcee,Male,0-100+,no
Lakshadweep,Married,Male,0-100+,no
Lakshadweep,Seperated,Male,0-100+,no
Lakshadweep,Widowed/Widower,Female,0-100+,no
Lakshadweep,Married,Female,0-100+,yes
Lakshadweep,Never Married,Female,0-100+,no
Lakshadweep,Seperated,Female,0-100+,no
Lakshadweep,Divorcee,Female,0-100+,no
Lakshadweep,Seperated,Male,0-100+,no
Lakshadweep,Never Married,Male,0-100+,no
Lakshadweep,Divorcee,Male,0-100+,no
Lakshadweep,Married,Male,0-100+,yes
Lakshadweep,Widowed/Widower,Male,0-100+,no
Lakshadweep,Seperated,Female,0-100+,no
Lakshadweep,Divorcee,Female,0-100+,no
Lakshadweep,Never Married,Female,0-100+,no
Lakshadweep,Married,Female,0-100+,yes
Lakshadweep,Widowed/Widower,Female,0-100+,no
Lakshadweep,Seperated,Male,0-100+,no
Lakshadweep,Never Married,Male,0-100+,no
Lakshadweep,Widowed/Widower,Male,0-100+,no
Lakshadweep,Divorcee,Male,0-100+,no
Lakshadweep,Married,Male,0-100+,yes
Lakshadweep,Never Married,Female,0-100+,no
Lakshadweep,Married,Female,0-100+,no
Lakshadweep,Widowed/Widower,Female,0-100+,no
Lakshadweep,Divorcee,Female,0-100+,no
Lakshadweep,Seperated,Female,0-100+,no
Lakshadweep,Widowed/Widower,Male,0-100+,no
Lakshadweep,Never Married,Male,0-100+,no
Lakshadweep,Divorcee,Male,0-100+,no
Lakshadweep,Married,Male,0-100+,no
Lakshadweep,Seperated,Male,0-100+,no
Lakshadweep,Married,Female,0-100+,yes
Lakshadweep,Widowed/Widower,Female,0-100+,no
Lakshadweep,Never Married,Female,0-100+,no
Lakshadweep,Seperated,Female,0-100+,no
Lakshadweep,Divorcee,Female,0-100+,no
Lakshadweep,Seperated,Male,0-100+,no
Lakshadweep,Married,Male,0-100+,no
Lakshadweep,Never Married,Male,0-100+,no
Lakshadweep,Divorcee,Male,0-100+,no
Lakshadweep,Widowed/Widower,Male,0-100+,no
Lakshadweep,Divorcee,Female,0-100+,no
Lakshadweep,Married,Female,0-100+,yes
Lakshadweep,Never Married,Female,0-100+,no
Lakshadweep,Seperated,Female,0-100+,no
Lakshadweep,Widowed/Widower,Female,0-100+,no
Lakshadweep,Seperated,Male,0-100+,no
Lakshadweep,Never Married,Male,0-100+,no
Lakshadweep,Married,Male,0-100+,no
Lakshadweep,Widowed/Widower,Male,0-100+,no
Lakshadweep,Divorcee,Male,0-100+,no
Lakshadweep,Never Married,Female,0-100+,no
Lakshadweep,Married,Female,0-100+,no
Lakshadweep,Widowed/Widower,Female,0-100+,no
Lakshadweep,Divorcee,Female,0-100+,no
Lakshadweep,Seperated,Female,0-100+,no
Lakshadweep,Widowed/Widower,Male,0-100+,no
Lakshadweep,Divorcee,Male,0-100+,no
Lakshadweep,Never Married,Male,0-100+,no
Lakshadweep,Seperated,Male,0-100+,no
Lakshadweep,Married,Male,0-100+,no
Lakshadweep,Widowed/Widower,Female,0-100+,no
Lakshadweep,Never Married,Female,0-100+,no
Lakshadweep,Married,Female,0-100+,no
Lakshadweep,Seperated,Female,0-100+,no
Lakshadweep,Divorcee,Female,0-100+,no
Lakshadweep,Seperated,Male,0-100+,no
Lakshadweep,Never Married,Male,0-100+,no
Lakshadweep,Divorcee,Male,0-100+,no
Lakshadweep,Married,Male,0-100+,yes
Lakshadweep,Widowed/Widower,Male,0-100+,no
Madhya Pradesh,Divorcee,Female,0-100+,yes
Madhya Pradesh,Seperated,Female,0-100+,yes
Madhya Pradesh,Never Married,Female,0-100+,yes
Madhya Pradesh,Married,Female,0-100+,yes
Madhya Pradesh,Widowed/Widower,Female,0-100+,yes
Madhya Pradesh,Never Married,Male,0-100+,yes
Madhya Pradesh,Seperated,Male,0-100+,yes
Madhya Pradesh,Married,Male,0-100+,yes
Madhya Pradesh,Widowed/Widower,Male,0-100+,yes
Madhya Pradesh,Divorcee,Male,0-100+,yes
Madhya Pradesh,Seperated,Female,0-100+,yes
Madhya Pradesh,Married,Female,0-100+,yes
Madhya Pradesh,Never Married,Female,0-100+,yes
Madhya Pradesh,Widowed/Widower,Female,0-100+,yes
Madhya Pradesh,Divorcee,Female,0-100+,yes
Madhya Pradesh,Widowed/Widower,Male,0-100+,yes
Madhya Pradesh,Divorcee,Male,0-100+,yes
Madhya Pradesh,Married,Male,0-100+,yes
Madhya Pradesh,Never Married,Male,0-100+,yes
Madhya Pradesh,Seperated,Male,0-100+,yes
Madhya Pradesh,Divorcee,Female,0-100+,yes
Madhya Pradesh,Married,Female,0-100+,yes
Madhya Pradesh,Never Married,Female,0-100+,yes
Madhya Pradesh,Widowed/Widower,Female,0-100+,yes
Madhya Pradesh,Seperated,Female,0-100+,yes
Madhya Pradesh,Married,Male,0-100+,yes
Madhya Pradesh,Widowed/Widower,Male,0-100+,yes
Madhya Pradesh,Seperated,Male,0-100+,yes
Madhya Pradesh,Divorcee,Male,0-100+,yes
Madhya Pradesh,Never Married,Male,0-100+,yes
Madhya Pradesh,Married,Female,0-100+,yes
Madhya Pradesh,Never Married,Female,0-100+,yes
Madhya Pradesh,Divorcee,Female,0-100+,yes
Madhya Pradesh,Widowed/Widower,Female,0-100+,yes
Madhya Pradesh,Seperated,Female,0-100+,yes
Madhya Pradesh,Seperated,Male,0-100+,yes
Madhya Pradesh,Married,Male,0-100+,yes
Madhya Pradesh,Never Married,Male,0-100+,yes
Madhya Pradesh,Widowed/Widower,Male,0-100+,yes
Madhya Pradesh,Divorcee,Male,0-100+,yes
Madhya Pradesh,Married,Female,0-100+,yes
Madhya Pradesh,Divorcee,Female,0-100+,yes
Madhya Pradesh,Never Married,Female,0-100+,yes
Madhya Pradesh,Seperated,Female,0-100+,yes
Madhya Pradesh,Widowed/Widower,Female,0-100+,yes
Madhya Pradesh,Never Married,Male,0-100+,yes
Madhya Pradesh,Widowed/Widower,Male,0-100+,yes
Madhya Pradesh,Married,Male,0-100+,yes
Madhya Pradesh,Divorcee,Male,0-100+,yes
Madhya Pradesh,Seperated,Male,0-100+,yes
Madhya Pradesh,Married,Female,0-100+,yes
Madhya Pradesh,Never Married,Female,0-100+,yes
Madhya Pradesh,Seperated,Female,0-100+,yes
Madhya Pradesh,Widowed/Widower,Female,0-100+,yes
Madhya Pradesh,Divorcee,Female,0-100+,yes
Madhya Pradesh,Seperated,Male,0-100+,yes
Madhya Pradesh,Never Married,Male,0-100+,yes
Madhya Pradesh,Married,Male,0-100+,yes
Madhya Pradesh,Widowed/Widower,Male,0-100+,yes
Madhya Pradesh,Divorcee,Male,0-100+,yes
Madhya Pradesh,Divorcee,Female,0-100+,yes
Madhya Pradesh,Seperated,Female,0-100+,yes
Madhya Pradesh,Married,Female,0-100+,yes
Madhya Pradesh,Widowed/Widower,Female,0-100+,yes
Madhya Pradesh,Never Married,Female,0-100+,yes
